"2018-04-24T09:35:05.026-05:00","5148","1","127","0","[0.761789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64964,18.9781,7.66423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,0,0,0,0,0,0,12.0438,19.3431,11.6788,0.364964,5.10949,3.64964,0.364964,0,0,0,0,2.18978,5.47445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09489,1.09489,1.09489,0.729927,1.09489,0,0,0,0,0,0,0,0]","[5.92186,15.3846,11.5385,0,3.84615,3.84615,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,11.5385,15.3846,7.69231,3.84615,0,0,30.7692,61.5385,50,38.4615,7.69231,3.84615,0,0,0,0,23.0769,23.0769,0,0,3.84615,0,0,3.84615,7.69231,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9231,30.7692,3.84615,0,0,0,23.0769,76.9231,84.6154,65.3846,23.0769,26.9231,11.5385,15.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,7.69231,0,0,0,0,0,0,0,0,0]","[]","[]","[]"
"2018-04-24T09:35:06.022-05:00","5165","1","127","0","[0.553238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,13.5036,3.64964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9489,17.1533,10.219,0,2.55474,1.82482,0,0,0,0,0,1.09489,2.55474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45985,1.45985,1.09489,0.729927,1.09489,0,0,0,0,0,0,0,0]","[1.3431,0,0,0,11.5385,11.5385,7.69231,3.84615,0,0,0,0,0,11.5385,7.69231,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,7.69231,3.84615,0,0,0,0,0,0,7.69231,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,15.3846,7.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,15.3846,7.69231,0,0,0,0,0,0,0,0,0,15.3846]","[]","[]","[]"
"2018-04-24T09:35:07.020-05:00","5182","1","127","0","[0.466342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,10.219,2.55474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12409,15.6934,9.12409,0,1.82482,0.729927,0,0,0,0,0,0,1.09489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45985,1.82482,1.82482,1.45985,1.09489,0.364964,0,0,0,0,0,0,0]","[10.4396,3.84615,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,3.84615,3.84615,0,0,0,0,57.6923,80.7692,61.5385,26.9231,26.9231,15.3846,11.5385,3.84615,7.69231,30.7692,42.3077,23.0769,19.2308,7.69231,15.3846,11.5385,15.3846,7.69231,7.69231,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,26.9231,26.9231,19.2308,3.84615,0,0,15.3846,34.6154,42.3077,38.4615,50,65.3846,73.0769,53.8462,7.69231,0,3.84615,38.4615,73.0769,69.2308,42.3077,11.5385,7.69231,15.3846,11.5385,7.69231,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0769,38.4615,7.69231,0,0,0,0,0,0,0,0,0]","[]","[]","[]"
"2018-04-24T09:35:08.016-05:00","5199","1","127","0","[0.460549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9489,4.37956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83942,17.5182,8.75912,0,1.45985,0.729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45985,1.82482,2.18978,1.45985,1.09489,0.364964,0,0,0,0,0,0,0]","[3.81563,7.69231,3.84615,0,3.84615,3.84615,0,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5385,11.5385,0,0,0,0,0,0,3.84615,11.5385,7.69231,0,3.84615,3.84615,0,0,7.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2308,23.0769,11.5385,0,0,0,0,15.3846,26.9231,38.4615,15.3846,7.69231,19.2308,19.2308,0,0,0,11.5385,50,46.1538,15.3846,0,0,7.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,26.9231,23.0769,11.5385,0,0,0,0,0,0,0,0,0]","[]","[]","[]"
"2018-04-24T09:35:09.014-05:00","5216","1","127","0","[0.460549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5036,4.37956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10949,16.7883,6.20438,0,1.09489,0.729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09489,2.91971,2.91971,1.45985,1.09489,0.729927,0,0,0,0,0,0,0]","[9.00488,0,0,3.84615,11.5385,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,30.7692,50,38.4615,7.69231,0,0,0,0,0,0,0,3.84615,3.84615,11.5385,7.69231,0,0,3.84615,15.3846,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2308,53.8462,61.5385,38.4615,3.84615,0,0,23.0769,69.2308,73.0769,65.3846,57.6923,65.3846,61.5385,53.8462,26.9231,0,7.69231,23.0769,65.3846,50,19.2308,23.0769,7.69231,0,0,11.5385,7.69231,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0769,11.5385,0,0,0,0,0,3.84615,0,0,0,0]","[]","[]","[]"
"2018-04-24T09:35:10.009-05:00","5233","1","127","0","[0.402618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,13.5036,4.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18978,12.4088,2.55474,0,0.729927,0.364964,0,0,0,0,0,0,0,0,0,0,0.364964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729927,4.0146,4.74453,2.18978,1.82482,0.364964,0,0,0,0,0,0,0.364964]","[1.19048,11.5385,0,0,0,0,0,3.84615,0,7.69231,11.5385,11.5385,11.5385,7.69231,3.84615,0,0,0,0,0,7.69231,11.5385,11.5385,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,7.69231,0,0,0,0,0,0,0,0,3.84615,3.84615]","[]","[]","[]"
"2018-04-24T09:35:11.007-05:00","5250","1","127","0","[0.283861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5839,2.91971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45985,4.37956,0.364964,0,0,0,0,0,0,0,0,0.364964,0,0,0,0,1.09489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09489,4.0146,4.37956,2.55474,1.82482,0.364964,0,0,0,0,0,0,0.364964]","[0.3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,15.3846,15.3846,0,0,0,0,0,0,0,0,0,3.84615]","[]","[]","[]"
"2018-04-24T09:35:12.003-05:00","5267","1","127","0","[0.286757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,13.5036,1.45985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09489,1.45985,0,0,0.364964,0.364964,0,0,0,0,0,0.729927,0,0,0,0,1.09489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82482,3.64964,4.37956,2.91971,1.45985,1.09489,0,0,0,0,0,0,0.364964]","[0.579976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,26.9231,23.0769,7.69231,0,0,0,0,0,0,0,0,3.84615]","[]","[]","[]"
"2018-04-24T09:35:13.000-05:00","5284","1","127","0","[0.338895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18978,15.6934,2.91971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09489,0,0,1.09489,0.364964,0,0,0,0,0,1.09489,0,0,0,0,1.09489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82482,3.64964,4.37956,3.64964,1.45985,1.45985,0.364964,0,0,0,0,0,0.364964]","[0.4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69231,23.0769,19.2308,11.5385,0,0,0,0,0,0,0,0,0]","[]","[]","[]"
"2018-04-24T09:35:13.997-05:00","5301","1","127","0","[0.396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55474,17.8832,4.37956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55474,1.45985,0,0,0,0,0,0,0,0,0,0,1.09489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82482,4.0146,4.37956,4.37956,2.18978,1.45985,0.729927,0,0,0,0,0,1.09489]","[8.97436,26.9231,26.9231,42.3077,46.1538,46.1538,34.6154,46.1538,42.3077,57.6923,42.3077,42.3077,26.9231,11.5385,7.69231,3.84615,0,7.69231,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,34.6154,42.3077,46.1538,42.3077,26.9231,38.4615,46.1538,50,42.3077,46.1538,46.1538,50,30.7692,0,0,7.69231,3.84615,3.84615,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846,19.2308,11.5385,0,0,0,0,0,0,0,0,0]","[]","[]","[]"
